,path,sentence
370,audio/001/common_voice_ga-IE_17736135.mp3,"A Chomhaltaí den Oireachtas, agus a hIonadaithe ban ach go háirithe"
371,audio/001/common_voice_ga-IE_17736144.mp3,Sí capall na hoibre an bia
372,audio/001/common_voice_ga-IE_17736160.mp3,Cad é an dáta atá ann ceathair lá tar éis Lá Nollag?
373,audio/001/common_voice_ga-IE_17736162.mp3,"A Aíonna Oirirce, agus a Chairde"
374,audio/001/common_voice_ga-IE_17736188.mp3,Is í ding di féin a scoileann an dair
375,audio/001/common_voice_ga-IE_17736189.mp3,An Chéim tráth an Urscaoilte as na Fórsaí
376,audio/001/common_voice_ga-IE_18182277.mp3,Bhí banjo ag bean Joe ach b'fhearr go deo Joe ar an mbanjo
377,audio/001/common_voice_ga-IE_18182288.mp3,An bhfuil aon leabhar buí agat
378,audio/001/common_voice_ga-IE_18182295.mp3,Tá fáilte romhaibh abhaile
379,audio/001/common_voice_ga-IE_20649482.mp3,Bíodh an Ghaeilge beo
380,audio/001/common_voice_ga-IE_20649500.mp3,an dtuigeann tú
381,audio/001/common_voice_ga-IE_20649610.mp3,Is cúis áthais dom go bhfuil Gradam le bronnadh anocht ar Mhuintir Shéamuis Mhic Géidigh
382,audio/001/common_voice_ga-IE_20649625.mp3,Tá áthas orm fáilte a fhearadh romhaibh chuig Áras an Uachtaráin
383,audio/001/common_voice_ga-IE_20660602.mp3,Chuir sí i gcrích é.
384,audio/001/common_voice_ga-IE_20660604.mp3,Go deireadh an chiú leat!
385,audio/001/common_voice_ga-IE_20660627.mp3,"Castar na daoine ar a chéile, ach ní chastar na cnoic"
386,audio/001/common_voice_ga-IE_20660629.mp3,An Bord Stiúrthóirí.
387,audio/001/common_voice_ga-IE_20660630.mp3,An Liobáin
388,audio/001/common_voice_ga-IE_20660631.mp3,Do bhí Maighréad anseo inné agus do bhí leabhar aici
389,audio/001/common_voice_ga-IE_20660636.mp3,Óm a thugtar ar aonad friotaíochta leictrí.
390,audio/001/common_voice_ga-IE_20660637.mp3,Timpeall dhá chéad leabhar atá i gcnuasach de Hindeberg féin.
391,audio/001/common_voice_ga-IE_20660650.mp3,Go raibh maith agaibh as ucht na fíorchaoin fáilte a d’fhear sibh romham.
392,audio/001/common_voice_ga-IE_20660657.mp3,Tá mé féin go maith leis
393,audio/001/common_voice_ga-IE_20670116.mp3,Is iomaí slí muc a mharú seachas a thachtadh le him
394,audio/001/common_voice_ga-IE_20670120.mp3,An Iaráin
395,audio/001/common_voice_ga-IE_20670129.mp3,Ná bí mar sin.
396,audio/001/common_voice_ga-IE_20670133.mp3,Cá bhfuil an chathaoir
397,audio/001/common_voice_ga-IE_20710669.mp3,Beidh sé sa bhaile
398,audio/001/common_voice_ga-IE_20710680.mp3,Is í an tSionainn an abhainn is faide in Éirinn
399,audio/001/common_voice_ga-IE_20710694.mp3,Nollaig faoi shéan agus faoi mhaise daoibh go léir
400,audio/001/common_voice_ga-IE_20710698.mp3,Is acmhainn í nach féidir a chloí
401,audio/001/common_voice_ga-IE_20710712.mp3,"Bímis Gaelach, bródúil agus inár bpobal bheo"
402,audio/001/common_voice_ga-IE_20710714.mp3,Déan duit féin é
403,audio/001/common_voice_ga-IE_20710717.mp3,An duine thú?
404,audio/001/common_voice_ga-IE_21325539.mp3,Maith sibh go léir.
405,audio/001/common_voice_ga-IE_21325554.mp3,Is iad an Amasóin agus an Níl na haibhneacha is faide ar domhan
406,audio/001/common_voice_ga-IE_21325555.mp3,a ceathair a chlog
407,audio/001/common_voice_ga-IE_21325595.mp3,Guím gach rath agus beannacht don todhchaí ar gach scoláire atá anseo inniu.
408,audio/001/common_voice_ga-IE_21381938.mp3,An naíonán a labhair trína chodladh
409,audio/001/common_voice_ga-IE_21381941.mp3,Conas atá Eibhlín
410,audio/001/common_voice_ga-IE_21381945.mp3,Ar an mbord
411,audio/001/common_voice_ga-IE_21381948.mp3,Níl aon tóin thinn mar do thóin thinn féin
412,audio/001/common_voice_ga-IE_21392205.mp3,Lean an chuid eile é agus iad go bréan díobh féin
413,audio/001/common_voice_ga-IE_21392212.mp3,Ciall ná réasún níl aici.
414,audio/001/common_voice_ga-IE_17395673.mp3,Is mór an pléisiúir dom é MayFest dhá mhíle a sé déag a oscailt
415,audio/001/common_voice_ga-IE_17569836.mp3,An raibh sé ar scoil inné
416,audio/001/common_voice_ga-IE_17569840.mp3,Coir déistineach a chur uafás ar an tír uile
417,audio/001/common_voice_ga-IE_17569845.mp3,"A Chomhairleoirí, A Chairde"
418,audio/001/common_voice_ga-IE_17569867.mp3,Gura fada buan sibh i mbun cheoil bhinn na hÉireann.
419,audio/001/common_voice_ga-IE_17569896.mp3,"Tréaslaím le Seachtain na Gaeilge as a mana tarraingteach ""Croí na Teanga: It's you""."
420,audio/001/common_voice_ga-IE_17569903.mp3,An Príomh-Acht do leanúint i bhfeidhm.
421,audio/001/common_voice_ga-IE_20663113.mp3,Táim thar a bheith buíoch daoibh uile as ucht a bheith ag éisteacht liom
422,audio/001/common_voice_ga-IE_20663665.mp3,"Níl, ach tá cárta bán ar an gcathaoir"
423,audio/001/common_voice_ga-IE_20663708.mp3,An Chéad Sceideal a ghabhann leis an bPríomh-Acht (fostaíochtaí agus fostaíochtaí eiscthe) a leasú.
424,audio/001/common_voice_ga-IE_20742085.mp3,Fear ag glanadh cré de ghimseán láí.
425,audio/001/common_voice_ga-IE_20742092.mp3,An maith leat a bheith beo?
426,audio/001/common_voice_ga-IE_20742109.mp3,A Phríomh Bhreitheamh
427,audio/001/common_voice_ga-IE_20742124.mp3,a Aíonna oirirce agus a Chairde
428,audio/001/common_voice_ga-IE_22589563.mp3,Beo agus muid ag bunú agus ag forbairt Gaelphobal nua
429,audio/001/common_voice_ga-IE_22589624.mp3,Is file iontach í Ciara.
430,audio/001/common_voice_ga-IE_22589937.mp3,Lig sé isteach ar chluas agus amach ar chluas
431,audio/001/common_voice_ga-IE_22590034.mp3,Guím gach rath ar obair na scoile anois agus sa todhchaí.
432,audio/001/common_voice_ga-IE_22590035.mp3,An Bord Gráin.
433,audio/001/common_voice_ga-IE_22590198.mp3,Nollaig faoi shéan agus faoi mhaise oraibh go léir
434,audio/001/common_voice_ga-IE_25161176.mp3,ní liomsa é
435,audio/001/common_voice_ga-IE_34969884.mp3,Capall a leag ar an mbóthar é.
436,audio/001/common_voice_ga-IE_34969917.mp3,An bhróg bheag
437,audio/001/common_voice_ga-IE_35859612.mp3,An bhfuil mála ar an urlár
438,audio/001/common_voice_ga-IE_25233023.mp3,A dhaoine uaisle agus a scoláirí
439,audio/001/common_voice_ga-IE_25233108.mp3,Is gile an ghrian ná an ghealach
440,audio/001/common_voice_ga-IE_25261028.mp3,Cuir sa tsoitheach sin é.
441,audio/001/common_voice_ga-IE_25317181.mp3,"Ná cuir do mhála ar an mbord, a Thomáis, cuir ar an urlár é"
442,audio/001/common_voice_ga-IE_25317258.mp3,Mí na Nollag.
443,audio/001/common_voice_ga-IE_25317887.mp3,Leis an saothar seo léirítear scileanna agus fís Eddie Delaney
444,audio/001/common_voice_ga-IE_25364013.mp3,"Tír, Pobal agus Teanga"
445,audio/001/common_voice_ga-IE_30624361.mp3,Is féidir leis na meáin chumarsáide ról dearfach a ghlacadh i gcúrsaí teanga
446,audio/001/common_voice_ga-IE_17571342.mp3,"Is ar, a dhuine uasail"
447,audio/001/common_voice_ga-IE_17576761.mp3,Cad é an dhath atá ar an leabhar atá agat
448,audio/001/common_voice_ga-IE_17622311.mp3,"Tá an ghrian níos gile ná an ghealach,"
449,audio/001/common_voice_ga-IE_17632193.mp3,Na fuarmaí fada
450,audio/001/common_voice_ga-IE_17632204.mp3,A Cheann Foirne agus a Óglacha na hÉirean
451,audio/001/common_voice_ga-IE_17632208.mp3,"Go raibh míle maith agaibh go léir, agus bainigí sult as an lá"
452,audio/001/common_voice_ga-IE_17688514.mp3,Is mór an onóir dom bheith anseo libh inniu
453,audio/001/common_voice_ga-IE_18183184.mp3,An fear a bhuaileann mé.
454,audio/001/common_voice_ga-IE_18183190.mp3,Ar an ngarsún
455,audio/001/common_voice_ga-IE_18195476.mp3,Achomhairc i gcoinne orduithe a rinneadh ar ghearán.
456,audio/001/common_voice_ga-IE_18200591.mp3,Nach bhfeiceann tú go bhfuil mé i mo luí?
457,audio/001/common_voice_ga-IE_18200598.mp3,Ar an gcluais
458,audio/001/common_voice_ga-IE_18200604.mp3,Bhí sé i gCill Airne
459,audio/001/common_voice_ga-IE_18200611.mp3,"Paradacsúil, teibí, ach ábhartha i gcónaí"
460,audio/001/common_voice_ga-IE_18200616.mp3,Léim sé amach ar an bhfuinneog.
461,audio/001/common_voice_ga-IE_18202495.mp3,A Uachtaráin Coláiste na hOllscoile Corcaigh
462,audio/001/common_voice_ga-IE_18202509.mp3,is sagart é
463,audio/001/common_voice_ga-IE_18202564.mp3,Is mór an pléisiúr dom é cuairt a thabhairt ar an taobh seo den tír
464,audio/001/common_voice_ga-IE_18202576.mp3,An bhfuil eagla ort roimh an mbás?
465,audio/001/common_voice_ga-IE_18239179.mp3,Roimh dheireadh na bliana.
466,audio/001/common_voice_ga-IE_18239183.mp3,A sé déag d'fhichithe
467,audio/001/common_voice_ga-IE_18239187.mp3,An Chéad Bhliain
468,audio/001/common_voice_ga-IE_18239194.mp3,Is fearr cara sa chúirt ná punt sa sparán
469,audio/001/common_voice_ga-IE_18239202.mp3,Léigh sí an leabhar.
470,audio/001/common_voice_ga-IE_18239209.mp3,Tá mo mhála mór agam
471,audio/001/common_voice_ga-IE_18239216.mp3,Tais-scóp atá ann.
472,audio/001/common_voice_ga-IE_26939600.mp3,Tá sé i mo phóca agam
473,audio/001/common_voice_ga-IE_26997187.mp3,An Líon Comhaltaí
474,audio/001/common_voice_ga-IE_27510556.mp3,A Bhalla Dáimhe
475,audio/001/common_voice_ga-IE_27515464.mp3,Mar sin ní stadfadh Cáit Ní Bhuachalla ach do mo phriocadh.
476,audio/001/common_voice_ga-IE_32178646.mp3,Inis féin scéal.
477,audio/001/common_voice_ga-IE_25044521.mp3,Is comhartha suntasach é sin de ról bunúsach Dhún Laoghaire san aonú haois is fiche
478,audio/001/common_voice_ga-IE_25045081.mp3,Tá sé ina sheasamh ag bun na sráide.
479,audio/001/common_voice_ga-IE_25106745.mp3,A naoi déag d'fhichithe
480,audio/001/common_voice_ga-IE_25172857.mp3,An Ceathrú Bliain
481,audio/001/common_voice_ga-IE_17582193.mp3,a Thánaiste
482,audio/001/common_voice_ga-IE_17582208.mp3,"Contae Chorcaí, an deichiú lá de mhí an Mheitheamh dhá mhíle a cúig déag"
483,audio/001/common_voice_ga-IE_17582221.mp3,Ach ní dúirt de Hindeberg aon ní dá short.
484,audio/001/common_voice_ga-IE_17582381.mp3,Tá áthas orm féin agus ar Saidhbhín go bhfuil sibh inár gcomhluadar
485,audio/001/common_voice_ga-IE_17582455.mp3,Go raibh maith agaibh as ucht bhur gcuid flaithiúlachta agus bhur fíorchaoin fáilte.
486,audio/001/common_voice_ga-IE_17582558.mp3,Tá dúshlán romhainn anois daoine a mhealladh chuig an Gaeilge
487,audio/001/common_voice_ga-IE_17584127.mp3,Go raibh míle maith agaibh as bhur bhfoighne
488,audio/001/common_voice_ga-IE_17586510.mp3,Tá áthas orm bheith anseo i bhur measc tráthnóna chun an tIonad seo a sheoladh
489,audio/001/common_voice_ga-IE_17586550.mp3,Is mian liom a rá arís chomh mór is atáim as an duais seo fháil
490,audio/001/common_voice_ga-IE_17586590.mp3,Oscailt Mór an t-aonú Seó Bláthanna Domhanda déag ag Cumann Cóiritheoirí Bláthanna na Cruinne.
491,audio/001/common_voice_ga-IE_17586607.mp3,Comhgháirdeachas mór le Cnocán an Éin Fhinn
492,audio/001/common_voice_ga-IE_17586812.mp3,A chomhaltaí na Comhairle Stáit
493,audio/001/common_voice_ga-IE_17586836.mp3,Is lá é seo chun céiliúradh a dhéanamh
494,audio/001/common_voice_ga-IE_17586887.mp3,Tá an-áthas orm bheith anseo libh
495,audio/001/common_voice_ga-IE_17625670.mp3,Ba mhór an onóir dom fresin cuireadh a fháil chun crann a chur anseo.
496,audio/001/common_voice_ga-IE_17635785.mp3,Is mór an pléisiúir dom a bheith anseo libh ar fad inniu
497,audio/001/common_voice_ga-IE_17638069.mp3,Tá mé buíoch dibh as an cuireadh agus an fáilte forchaoin a chur sibh romham
498,audio/001/common_voice_ga-IE_17638140.mp3,Gan phobail tuaithe bheoga ní bheidh sochaí beo fuinniúil ann
499,audio/001/common_voice_ga-IE_17638173.mp3,Is mór an pléisiúir dom é an chomhdháil tábhachtach seo a oscailt
500,audio/001/common_voice_ga-IE_17638227.mp3,Is mór an pléisiúir dom a bheith anseo libh inniu
501,audio/001/common_voice_ga-IE_17638268.mp3,"Muna bhfuil timpeallacht sláintiúil ann, ní bheidh geilleagar sláintiúil ná sochaí sláintiúil ann ach oiread"
502,audio/001/common_voice_ga-IE_17638283.mp3,Beo agus muid ag freastail ar pop-up Gaeltachtaí ar fud an domhain
503,audio/001/common_voice_ga-IE_17638334.mp3,An Coimisinéir Luachála do chabhrú leis an gCúirt.
504,audio/001/common_voice_ga-IE_17638427.mp3,Guím gach rath ar bhur gcomhdháil tábhachtach.
505,audio/001/common_voice_ga-IE_17638429.mp3,Gabhaim buíochas libh a chairde táimid ag tsnúth le tuilleadh uaibh ar ball
506,audio/001/common_voice_ga-IE_17638631.mp3,Tá an tír seo faoi chomaoin mhóir ag an bpobal beag Gaeltachta seo.
507,audio/001/common_voice_ga-IE_17638635.mp3,A chúin an cothéacs as a thagann ár bhféidireachtaí d’inniu agus don todhchaí
508,audio/001/common_voice_ga-IE_17638674.mp3,Is mór an pléisiúir dom é an chomhdháil tábhachtach seo a sheoladh
509,audio/001/common_voice_ga-IE_17638698.mp3,"An bhfuil an mála agat, a Bhriain"
510,audio/001/common_voice_ga-IE_17649502.mp3,Treaslaím libh agus déanaim comhghairdeas libh as an sár-obair seo atá curtha i gcrích agaibh.
511,audio/001/common_voice_ga-IE_17649504.mp3,Bhí sé ar dhuine de hintinní dlíthúla móra ár linne
512,audio/001/common_voice_ga-IE_17656175.mp3,Bígí ar bhur shuaimhneas
513,audio/001/common_voice_ga-IE_17658208.mp3,Tá áthas orm a fhógairt go bhfuil tús leis an t-ochtó tríú Comórtas Náisiúnta Treabhdóireachta!
514,audio/001/common_voice_ga-IE_17659952.mp3,Agus ní bheidh pobail tuaithe bheoga ann gan feirmeacha theaghlaigh
515,audio/001/common_voice_ga-IE_17660019.mp3,Bhí Tara Viscardi agus Meadhbh O'Rourke ag seinnt i ngáirdín na mbláth
516,audio/001/common_voice_ga-IE_17660022.mp3,Is comhartha suntasach í d'ár bhféin-mheas mar náisiún
517,audio/001/common_voice_ga-IE_17663580.mp3,Is mór an pléisiúir dom an t-ochtó séú Comórtas Náisiúnta Treabhdóireachta a oscailt
518,audio/001/common_voice_ga-IE_17663630.mp3,Ar an gcasóg
519,audio/001/common_voice_ga-IE_17663633.mp3,"Mar fhocal scoir, is mian liom mo bhuíochas a ghabháil libh arís as bhúr bhflaithiúlacht"
520,audio/001/common_voice_ga-IE_17663705.mp3,Is mór an pléisiúir dom a bheith anseo ar maidin
521,audio/001/common_voice_ga-IE_17663707.mp3,fuair bás an séú lá de mhí dheireadh fómhair míle naoi gcéad fiche a hocht
522,audio/001/common_voice_ga-IE_17681823.mp3,"Tá sibh bailithe ón earnáíl phríobháideach, an earnáil dheonach agus an státchóras"
523,audio/001/common_voice_ga-IE_17681870.mp3,Tá áthas orm fáilte a fhearradh romhaibh chuig Áras an Uachtaráin tráthnóna.
524,audio/001/common_voice_ga-IE_17682031.mp3,Níl bá dá laghad aige le hainmhithe.
525,audio/001/common_voice_ga-IE_17682033.mp3,Is í sin an obair atá á gceiliúradh againn anocht
526,audio/001/common_voice_ga-IE_17683135.mp3,Níl mé sásta go hiomlán gur glacadh le mo h-iarratas ar ghach leibhéal
527,audio/001/common_voice_ga-IE_17684671.mp3,Go raibh maith agaibh agus bainigí taithneamh as an bhfilíocht agus as an gceol.
528,audio/001/common_voice_ga-IE_17684712.mp3,Tá an chuma ar an scéal go raibh mí-thuiscint ar dhaoine áirithe ina thaobh.
529,audio/001/common_voice_ga-IE_17684719.mp3,Ach ní h-aon íontas an méid sin
530,audio/001/common_voice_ga-IE_17686762.mp3,"Faraoir, ní raibh sé ar mo chumas glacadh le cuireadh Richard anuraidh."
531,audio/001/common_voice_ga-IE_17688157.mp3,"Ionann nó mór thimpeall orainn, lenár linn nó ó na glúine atá imithe i léig"
532,audio/001/common_voice_ga-IE_17689118.mp3,Is mór an chailliúint é don dlí agus d'Éire i gcoitinne
533,audio/001/common_voice_ga-IE_17689121.mp3,Tugann sé deis do scéalaithe na nua-fhíse a gcéird a fhoghlaim agus a mhaisiú
534,audio/001/common_voice_ga-IE_17689124.mp3,Míle buíochas daoibh as an gcuireadh agus as an fáilte a chuir sibh romham.
535,audio/001/common_voice_ga-IE_17689141.mp3,"Náisiúnaithe, poblachtaigh, sóisialaithe, feiminigh agus idirnáisiúnaíthe ab ea iad fir agus mná an ré sin"
536,audio/001/common_voice_ga-IE_17689143.mp3,"A Aire Stáit Mhic an tSaoí,"
537,audio/001/common_voice_ga-IE_17690050.mp3,Gúim rath agus sonas oraibh go léir.
538,audio/001/common_voice_ga-IE_17690057.mp3,Is mór an pléisiúir dom é cuairt a thabhairt ar an taobh seo den tír
539,audio/001/common_voice_ga-IE_17693616.mp3,Tá áthas orm fáilte a fhearadh romhaibh go dtí Áras an Uachtaráin agus go hÉireann
